Data Set 1:Time(s),Data Set 1:Force G(N),Data Set 2:Time(s),Data Set 2:Force G(N),Data Set 3:Time(s),Data Set 3:Force G(N),Data Set 4:Time(s),Data Set 4:Force G(N),Data Set 5:Time(s),Data Set 5:Force G(N),
,,6.6,-0.008308411,,,6.6,-0.008308411,,,
,,6.62,-0.006233215,,,6.62,-0.016616821,,,
,,6.64,-0.00415802,,,6.64,-0.016616821,,,
,,6.66,-0.012466431,,,6.66,-0.012466431,,,
,,6.68,-0.014541626,,,6.68,-0.016616821,,,
,,6.7,-0.016616821,,,6.7,-0.012466431,,,
,,6.72,-0.016616821,,,6.72,-0.014541626,,,
,,6.74,-0.014541626,,,6.74,-0.014541626,,,
,,6.76,-0.010391235,,,6.76,-0.014541626,,,
,,6.78,-0.014541626,,,6.78,-0.006233215,,,
,,6.8,-0.010391235,,,6.8,-0.014541626,,,
,,6.82,-0.006233215,,,6.82,-0.020774841,,,
,,6.84,-0.012466431,,,6.84,-0.020774841,,,
,,6.86,-0.014541626,,,6.86,-0.012466431,,,
,,6.88,-0.010391235,,,6.88,-0.016616821,,,
,,6.9,-0.010391235,,,6.9,-0.014541626,,,
,,6.92,-0.012466431,,,6.92,-0.010383606,,,
,,6.94,-0.016616821,,,6.94,-0.008308411,,,
,,6.96,-0.014541626,,,6.96,-0.020774841,,,
,,6.98,-0.008308411,,,6.98,-0.012466431,,,
,,7,-0.014541626,,,7,-0.014541626,,,
,,7.02,-0.014541626,,,7.02,-0.014541626,,,
,,7.04,-0.014541626,,,7.04,-0.018692017,,,
,,7.06,-0.010391235,,,7.06,-0.018692017,,,
,,7.08,-0.014541626,,,7.08,-0.022850037,,,
,,7.1,-0.012466431,,,7.1,-0.016616821,,,
,,7.12,-0.010391235,,,7.12,-0.018692017,,,
,,7.14,-0.010391235,,,7.14,-0.006233215,,,
,,7.16,-0.012466431,,,7.16,-0.008308411,,,
,,7.18,-0.016616821,,,7.18,-0.016616821,,,
,,7.2,-0.008308411,,,7.2,-0.010383606,,,
,,7.22,-0.002082825,,,7.22,-0.012466431,,,
,,7.24,-0.014541626,,,7.24,-0.016616821,,,
,,7.26,-0.014541626,,,7.26,-0.010383606,,,
,,7.28,-0.014541626,,,7.28,-0.014541626,,,
,,7.3,-0.016616821,,,7.3,-0.010383606,,,
,,7.32,-0.014541626,,,7.32,-0.014541626,,,
,,7.34,-0.008308411,,,7.34,-0.014541626,,,
,,7.36,-0.012466431,,,7.36,-0.016616821,,,
,,7.38,-0.006233215,,,7.38,-0.020774841,,,
,,7.4,-0.012466431,,,7.4,-0.020774841,,,
,,7.42,-0.012466431,,,7.42,-0.018692017,,,
,,7.44,-0.016616821,,,7.44,-0.018692017,,,
,,7.46,-0.012466431,,,7.46,-0.008308411,,,
,,7.48,-0.006233215,,,7.48,-0.016616821,,,
,,7.5,-0.014541626,,,7.5,-0.014541626,,,
,,7.52,-0.016616821,,,7.52,-0.014541626,,,
,,7.54,-0.008308411,,,7.54,-0.012466431,,,
,,7.56,-0.010391235,,,7.56,-0.008308411,,,
,,7.58,-0.014541626,,,7.58,-0.014541626,,,
,,7.6,-0.012466431,,,7.6,-0.014541626,,,
,,7.62,-0.008308411,,,7.62,-0.008308411,,,
,,7.64,-0.010391235,,,7.64,-0.014541626,,,
,,7.66,-0.012466431,,,7.66,-0.014541626,,,
,,7.68,-0.008308411,,,7.68,-0.014541626,,,
,,7.7,-0.012466431,,,7.7,-0.014541626,,,
,,7.72,-0.010391235,,,7.72,-0.012466431,,,
,,7.74,-0.00415802,,,7.74,-0.016616821,,,
,,7.76,-0.014541626,,,7.76,-0.014541626,,,
,,7.78,-0.010391235,,,7.78,-0.012466431,,,
,,7.8,-0.010391235,,,7.8,-0.016616821,,,
,,7.82,-0.012466431,,,7.82,-0.018692017,,,
,,7.84,-0.008308411,,,7.84,-0.018692017,,,
,,7.86,-0.008308411,,,7.86,-0.022850037,,,
,,7.88,-0.006233215,,,7.88,-0.018692017,,,
,,7.9,-0.014541626,,,7.9,-0.018692017,,,
,,7.92,-0.018699646,,,7.92,-0.014541626,,,
,,7.94,-0.012466431,,,7.94,-0.012466431,,,
,,7.96,-0.006233215,,,7.96,-0.010383606,,,
,,7.98,-0.010391235,,,7.98,-0.014541626,,,
,,8,-0.014541626,,,8,-0.010383606,,,
,,8.02,-0.008308411,,,8.02,-0.016616821,,,
,,8.04,-0.014541626,,,8.04,-0.008308411,,,
,,8.06,-0.008308411,,,8.06,-0.010383606,,,
,,8.08,-0.014541626,,,8.08,-0.018692017,,,
,,8.1,-0.008308411,,,8.1,-0.018692017,,,
,,8.12,-0.00415802,,,8.12,-0.016616821,,,
,,8.14,-0.008308411,,,8.14,-0.018692017,,,
,,8.16,-0.012466431,,,8.16,-0.010383606,,,
,,8.18,-0.008308411,,,8.18,-0.018692017,,,
,,8.2,-0.012466431,,,8.2,-0.010383606,,,
,,8.22,-0.014541626,,,8.22,-0.016616821,,,
,,8.24,-0.012466431,,,8.24,-0.016616821,,,
,,8.26,-0.010391235,,,8.26,-0.012466431,,,
,,8.28,-0.012466431,,,8.28,-0.020774841,,,
,,8.3,-0.006233215,,,8.3,-0.020774841,,,
,,8.32,-0.006233215,,,8.32,-0.016616821,,,
,,8.34,-0.010391235,,,8.34,-0.012466431,,,
,,8.36,-0.012466431,,,8.36,-0.016616821,,,
,,8.38,-0.012466431,,,8.38,-0.022850037,,,
,,8.4,-0.006233215,,,8.4,-0.016616821,,,
,,8.42,-0.010391235,,,8.42,-0.018692017,,,
,,8.44,-0.010391235,,,8.44,-0.012466431,,,
,,8.46,-0.014541626,,,8.46,-0.012466431,,,
,,8.48,-0.014541626,,,8.48,-0.014541626,,,
,,8.5,-0.010391235,,,8.5,-0.020774841,,,
,,8.52,-0.00415802,,,8.52,-0.018692017,,,
,,8.54,-0.010391235,,,8.54,-0.016616821,,,
,,8.56,-0.014541626,,,8.56,-0.016616821,,,
,,8.58,-0.010391235,,,8.58,-0.024925232,,,
,,8.6,-0.018699646,,,8.6,-0.014541626,,,
,,8.62,-0.006233215,,,8.62,-0.020774841,,,
,,8.64,-0.014541626,,,8.64,-0.014541626,,,
,,8.66,-0.012466431,,,8.66,-0.016616821,,,
,,8.68,-0.012466431,,,8.68,-0.016616821,,,
,,8.7,-0.008308411,,,8.7,-0.020774841,,,
,,8.72,-0.008308411,,,8.72,-0.016616821,,,
,,8.74,-0.012466431,,,8.74,-0.018692017,,,
,,8.76,-0.014541626,,,8.76,-0.022850037,,,
,,8.78,-0.018699646,,,8.78,-0.022850037,,,
,,8.8,-0.012466431,,,8.8,-0.022850037,,,
,,8.82,-0.006233215,,,8.82,-0.018692017,,,
,,8.84,-0.010391235,,,8.84,-0.014541626,,,
,,8.86,-0.012466431,,,8.86,-0.012466431,,,
,,8.88,-0.010391235,,,8.88,-0.012466431,,,
,,8.9,-0.008308411,,,8.9,-0.014541626,,,
,,8.92,-0.010391235,,,8.92,-0.006233215,,,
,,8.94,-0.010391235,,,8.94,-0.012466431,,,
,,8.96,-0.008308411,,,8.96,-0.018692017,,,
,,8.98,-0.010391235,,,8.98,-0.016616821,,,
,,9,-0.008308411,,,9,-0.014541626,,,
,,9.02,-0.008308411,,,9.02,-0.016616821,,,
,,9.04,-0.014541626,,,9.04,-0.018692017,,,
,,9.06,-0.00415802,,,9.06,-0.018692017,,,
,,9.08,-0.006233215,,,9.08,-0.018692017,,,
,,9.1,-0.008308411,,,9.1,-0.024925232,,,
,,9.12,-0.012466431,,,9.12,-0.027000427,,,
,,9.14,-0.012466431,,,9.14,-0.012466431,,,
,,9.16,-0.008308411,,,9.16,-0.018692017,,,
,,9.18,-0.012466431,,,9.18,-0.014541626,,,
,,9.2,-0.020774841,,,9.2,-0.014541626,,,
,,9.22,-0.012466431,,,9.22,-0.016616821,,,
,,9.24,-0.010391235,,,9.24,-0.018692017,,,
,,9.26,-0.014541626,,,9.26,-0.010383606,,,
,,9.28,-0.006233215,,,9.28,-0.016616821,,,
,,9.3,-0.008308411,,,9.3,-0.016616821,,,
,,9.32,-0.010391235,,,9.32,-0.016616821,,,
,,9.34,-0.010391235,,,9.34,-0.018692017,,,
,,9.36,-0.012466431,,,9.36,-0.018692017,,,
,,9.38,-0.008308411,,,9.38,-0.020774841,,,
,,9.4,-0.008308411,,,9.4,-0.018692017,,,
,,9.42,-0.010391235,,,9.42,-0.020774841,,,
,,9.44,-0.010391235,,,9.44,-0.029083252,,,
,,9.46,-0.012466431,,,9.46,-0.020774841,,,
,,9.48,-0.008308411,,,9.48,-0.022850037,,,
,,9.5,-0.006233215,,,9.5,-0.022850037,,,
,,9.52,-0.016616821,,,9.52,-0.022850037,,,
,,9.54,-0.006233215,,,9.54,-0.031158447,,,
,,9.56,-0.006233215,,,9.56,-0.029083252,,,
,,9.58,-0.010391235,,,9.58,-0.027000427,,,
,,9.6,-0.00415802,,,9.6,-0.020774841,,,
,,9.62,-0.016616821,,,9.62,-0.027000427,,,
,,9.64,-0.012466431,,,9.64,-0.027000427,,,
,,9.66,-0.012466431,,,9.66,-0.029083252,,,
,,9.68,-0.002082825,,,9.68,-0.024925232,,,
,,9.7,-0.010391235,,,9.7,-0.029083252,,,
,,9.72,-0.00415802,,,9.72,-0.022850037,,,
,,9.74,-0.008308411,,,9.74,-0.027000427,,,
,,9.76,-0.012466431,,,9.76,-0.022850037,,,
,,9.78,-0.006233215,,,9.78,-0.022850037,,,
,,9.8,-0.006233215,,,9.8,-0.029083252,,,
,,9.82,-0.002082825,,,9.82,-0.027000427,,,
,,9.84,-0.008308411,,,9.84,-0.022850037,,,
,,9.86,-0.012466431,,,9.86,-0.020774841,,,
,,9.88,-0.00415802,,,9.88,-0.018692017,,,
,,9.9,-0.008308411,,,9.9,-0.014541626,,,
,,9.92,-0.014541626,,,9.92,-0.024925232,,,
,,9.94,-0.008308411,,,9.94,-0.024925232,,,
,,9.96,-0.010391235,,,9.96,-0.024925232,,,
,,9.98,-0.00415802,,,9.98,-0.018692017,,,
,,10,-0.008308411,,,10,-0.022850037,,,
,,10.02,-0.012466431,,,10.02,-0.029083252,,,
,,10.04,-0.008308411,,,10.04,-0.018692017,,,
,,10.06,-0.010391235,,,10.06,-0.020774841,,,
,,10.08,-0.014541626,,,10.08,-0.027000427,,,
,,10.1,-0.012466431,,,10.1,-0.022850037,,,
,,10.12,-0.006233215,,,10.12,-0.022850037,,,
,,10.14,-0.010391235,,,10.14,-0.031158447,,,
,,10.16,-0.00415802,,,10.16,-0.027000427,,,
,,10.18,-0.006233215,,,10.18,-0.029083252,,,
,,10.2,-0.008308411,,,10.2,-0.024925232,,,
,,10.22,-0.008308411,,,10.22,-0.022850037,,,
,,10.24,-0.010391235,,,10.24,-0.016616821,,,
,,10.26,-0.016616821,,,10.26,-0.016616821,,,
,,10.28,-0.012466431,,,10.28,-0.020774841,,,
,,10.3,-0.00415802,,,10.3,-0.024925232,,,
,,10.32,-0.010391235,,,10.32,-0.022850037,,,
,,10.34,-0.006233215,,,10.34,-0.020774841,,,
,,10.36,-0.006233215,,,10.36,-0.029083252,,,
,,10.38,-0.010391235,,,10.38,-0.024925232,,,
,,10.4,-0.002082825,,,10.4,-0.029083252,,,
,,10.42,-0.014541626,,,10.42,-0.024925232,,,
,,10.44,-0.006233215,,,10.44,-0.022850037,,,
,,10.46,-0.006233215,,,10.46,-0.024925232,,,
,,10.48,-0.010391235,,,10.48,-0.016616821,,,
,,10.5,-0.010391235,,,10.5,-0.027000427,,,
,,10.52,-0.014541626,,,10.52,-0.020774841,,,
,,10.54,-0.008308411,,,10.54,-0.022850037,,,
,,10.56,-0.016616821,,,10.56,-0.022850037,,,
,,10.58,-0.014541626,,,10.58,-0.020774841,,,
,,10.6,-0.012466431,,,10.6,-0.022850037,,,
,,10.62,-0.016616821,,,10.62,-0.018692017,,,
,,10.64,-0.008308411,,,10.64,-0.018692017,,,
,,10.66,-0.008308411,,,10.66,-0.020774841,,,
,,10.68,-0.008308411,,,10.68,-0.012466431,,,
,,10.7,-0.00415802,,,10.7,-0.018692017,,,
,,10.72,-0.018699646,,,10.72,-0.016616821,,,
,,10.74,-0.014541626,,,10.74,-0.024925232,,,
,,10.76,-0.00415802,,,10.76,-0.020774841,,,
,,10.78,-0.002082825,,,10.78,-0.024925232,,,
,,10.8,-0.010391235,,,10.8,-0.024925232,,,
,,10.82,-0.00415802,,,10.82,-0.020774841,,,
,,10.84,-0.010391235,,,10.84,-0.022850037,,,
,,10.86,-0.00415802,,,10.86,-0.018692017,,,
,,10.88,-0.008308411,,,10.88,-0.016616821,,,
,,10.9,-0.018699646,,,10.9,-0.022850037,,,
,,10.92,-0.016616821,,,10.92,-0.024925232,,,
,,10.94,-0.008308411,,,10.94,-0.031158447,,,
,,10.96,-0.008308411,,,10.96,-0.018692017,,,
,,10.98,-0.008308411,,,10.98,-0.018692017,,,
,,11,-0.010391235,,,11,-0.024925232,,,
,,11.02,-0.008308411,,,11.02,-0.022850037,,,
,,11.04,-0.00415802,,,11.04,-0.016616821,,,
,,11.06,-0.010391235,,,11.06,-0.024925232,,,
,,11.08,-0.012466431,,,11.08,-0.020774841,,,
,,11.1,-0.00415802,,,11.1,-0.024925232,,,
,,11.12,-0.010391235,,,11.12,-0.024925232,,,
,,11.14,-0.012466431,,,11.14,-0.020774841,,,
,,11.16,-0.016616821,,,11.16,-0.027000427,,,
,,11.18,-0.008308411,,,11.18,-0.018692017,,,
,,11.2,-0.00415802,,,11.2,-0.020774841,,,
,,11.22,0,,,11.22,-0.016616821,,,
,,11.24,-0.002082825,,,11.24,-0.022850037,,,
,,11.26,-0.006233215,,,11.26,-0.020774841,,,
,,11.28,-0.010391235,,,11.28,-0.018692017,,,
,,11.3,-0.016616821,,,11.3,-0.027000427,,,
,,11.32,-0.008308411,,,11.32,-0.024925232,,,
,,11.34,-0.010391235,,,11.34,-0.022850037,,,
,,11.36,-0.010391235,,,11.36,-0.024925232,,,
,,11.38,-0.008308411,,,11.38,-0.014541626,,,
,,11.4,-0.012466431,,,11.4,-0.022850037,,,
,,11.42,-0.016616821,,,11.42,-0.022850037,,,
,,11.44,-0.012466431,,,11.44,-0.024925232,,,
,,11.46,-0.010391235,,,11.46,-0.018692017,,,
,,11.48,-0.006233215,,,11.48,-0.020774841,,,
,,11.5,-0.012466431,,,11.5,-0.029083252,,,
,,11.52,-0.006233215,,,11.52,-0.022850037,,,
,,11.54,-0.008308411,,,11.54,-0.024925232,,,
,,11.56,-0.010391235,,,11.56,-0.033233643,,,
,,11.58,-0.010391235,,,11.58,-0.022850037,,,
,,11.6,-0.002082825,,,11.6,-0.016616821,,,
,,11.62,-0.006233215,,,11.62,-0.024925232,,,
,,11.64,-0.006233215,,,11.64,-0.027000427,,,
,,11.66,-0.012466431,,,11.66,-0.024925232,,,
,,11.68,-0.012466431,,,11.68,-0.020774841,,,
,,11.7,-0.016616821,,,11.7,-0.024925232,,,
,,11.72,-0.006233215,,,11.72,-0.031158447,,,
,,11.74,-0.012466431,,,11.74,-0.024925232,,,
,,11.76,-0.012466431,,,11.76,-0.018692017,,,
,,11.78,-0.010391235,,,11.78,-0.018692017,,,
,,11.8,-0.012466431,,,11.8,-0.020774841,,,
,,11.82,-0.012466431,,,11.82,-0.027000427,,,
,,11.84,-0.012466431,,,11.84,-0.016616821,,,
,,11.86,-0.006233215,,,11.86,-0.022850037,,,
,,11.88,-0.008308411,,,11.88,-0.027000427,,,
,,11.9,-0.012466431,,,11.9,-0.022850037,,,
,,11.92,-0.008308411,,,11.92,-0.020774841,,,
,,11.94,-0.00415802,,,11.94,-0.024925232,,,
,,11.96,-0.012466431,,,11.96,-0.029083252,,,
,,11.98,-0.010391235,,,11.98,-0.014541626,,,
,,12,-0.016616821,,,12,-0.014541626,,,
,,12.02,-0.010391235,,,12.02,-0.022850037,,,
,,12.04,-0.008308411,,,12.04,-0.020774841,,,
,,12.06,-0.008308411,,,12.06,-0.027000427,,,
,,12.08,-0.010391235,,,12.08,-0.022850037,,,
,,12.1,-0.010391235,,,12.1,-0.018692017,,,
,,12.12,-0.012466431,,,12.12,-0.022850037,,,
,,12.14,-0.014541626,,,12.14,-0.022850037,,,
,,12.16,-0.010391235,,,12.16,-0.018692017,,,
,,12.18,-0.010391235,,,12.18,-0.016616821,,,
,,12.2,-0.010391235,,,12.2,-0.016616821,,,
,,12.22,-0.008308411,,,12.22,-0.020774841,,,
,,12.24,0,,,12.24,-0.029083252,,,
,,12.26,-0.010391235,,,12.26,-0.020774841,,,
,,12.28,-0.008308411,,,12.28,-0.022850037,,,
,,12.3,-0.012466431,,,12.3,-0.024925232,,,
,,12.32,-0.012466431,,,12.32,-0.029083252,,,
,,12.34,-0.010391235,,,12.34,-0.020774841,,,
,,12.36,-0.006233215,,,12.36,-0.016616821,,,
,,12.38,-0.016616821,,,12.38,-0.016616821,,,
,,12.4,-0.014541626,,,12.4,-0.018692017,,,
,,12.42,-0.008308411,,,12.42,-0.018692017,,,
,,12.44,-0.006233215,,,12.44,-0.018692017,,,
,,12.46,-0.012466431,,,12.46,-0.022850037,,,
,,12.48,-0.012466431,,,12.48,-0.022850037,,,
,,12.5,-0.012466431,,,12.5,-0.024925232,,,
,,12.52,-0.006233215,,,12.52,-0.024925232,,,
,,12.54,-0.010391235,,,12.54,-0.018692017,,,
,,12.56,-0.010391235,,,12.56,-0.018692017,,,
,,12.58,-0.008308411,,,12.58,-0.022850037,,,
,,12.6,-0.008308411,,,12.6,-0.020774841,,,
,,12.62,-0.012466431,,,12.62,-0.022850037,,,
,,12.64,-0.012466431,,,12.64,-0.022850037,,,
,,12.66,-0.008308411,,,12.66,-0.020774841,,,
,,12.68,-0.014541626,,,12.68,-0.018692017,,,
,,12.7,-0.012466431,,,12.7,-0.020774841,,,
,,12.72,-0.014541626,,,12.72,-0.020774841,,,
,,12.74,-0.010391235,,,12.74,-0.020774841,,,
,,12.76,-0.008308411,,,12.76,-0.027000427,,,
,,12.78,-0.008308411,,,12.78,-0.018692017,,,
,,12.8,0,,,12.8,-0.016616821,,,
,,12.82,-0.00415802,,,12.82,-0.018692017,,,
,,12.84,-0.00415802,,,12.84,-0.020774841,,,
,,12.86,-0.002082825,,,12.86,-0.018692017,,,
,,12.88,-0.010391235,,,12.88,-0.018692017,,,
,,12.9,-0.008308411,,,12.9,-0.020774841,,,
,,12.92,-0.002082825,,,12.92,-0.022850037,,,
,,12.94,-0.006233215,,,12.94,-0.020774841,,,
,,12.96,-0.002082825,,,12.96,-0.027000427,,,
,,12.98,-0.006233215,,,12.98,-0.029083252,,,
,,13,-0.006233215,,,13,-0.027000427,,,
,,13.02,-0.006233215,,,13.02,-0.016616821,,,
,,13.04,-0.008308411,,,13.04,-0.022850037,,,
,,13.06,-0.002082825,,,13.06,-0.022850037,,,
,,13.08,-0.006233215,,,13.08,-0.022850037,,,
,,13.1,-0.010391235,,,13.1,-0.020774841,,,
,,13.12,-0.006233215,,,13.12,-0.016616821,,,
,,13.14,-0.012466431,,,13.14,-0.024925232,,,
,,13.16,-0.002082825,,,13.16,-0.027000427,,,
,,13.18,-0.002082825,,,13.18,-0.020774841,,,
,,13.2,-0.006233215,,,13.2,-0.027000427,,,
,,13.22,-0.006233215,,,13.22,-0.022850037,,,
,,13.24,-0.006233215,,,13.24,-0.018692017,,,
,,13.26,-0.006233215,,,13.26,-0.022850037,,,
,,13.28,-0.006233215,,,13.28,-0.020774841,,,
,,13.3,-0.008308411,,,13.3,-0.022850037,,,
,,13.32,-0.008308411,,,13.32,-0.027000427,,,
,,13.34,-0.014541626,,,13.34,-0.018692017,,,
,,13.36,-0.008308411,,,13.36,-0.020774841,,,
,,13.38,-0.010391235,,,13.38,-0.018692017,,,
,,13.4,-0.010391235,,,13.4,-0.027000427,,,
,,13.42,-0.014541626,,,13.42,-0.022850037,,,
,,13.44,-0.006233215,,,13.44,-0.018692017,,,
,,13.46,-0.00415802,,,13.46,-0.031158447,,,
,,13.48,-0.010391235,,,13.48,-0.029083252,,,
,,13.5,-0.008308411,,,13.5,-0.018692017,,,
,,13.52,0,,,13.52,-0.020774841,,,
,,13.54,-0.00415802,,,13.54,-0.024925232,,,
,,13.56,-0.008308411,,,13.56,-0.020774841,,,
,,13.58,-0.010391235,,,13.58,-0.016616821,,,
,,13.6,-0.010391235,,,13.6,-0.022850037,,,
,,13.62,-0.008308411,,,13.62,-0.020774841,,,
,,13.64,-0.014541626,,,13.64,-0.018692017,,,
,,13.66,-0.008308411,,,13.66,-0.020774841,,,
,,13.68,-0.008308411,,,13.68,-0.020774841,,,
,,13.7,-0.008308411,,,13.7,-0.022850037,,,
,,13.72,-0.008308411,,,13.72,-0.018692017,,,
,,13.74,-0.010391235,,,13.74,-0.022850037,,,
,,13.76,-0.006233215,,,13.76,-0.029083252,,,
,,13.78,-0.008308411,,,13.78,-0.016616821,,,
,,13.8,-0.012466431,,,13.8,-0.027000427,,,
,,13.82,-0.010391235,,,13.82,-0.020774841,,,
,,13.84,-0.008308411,,,13.84,-0.024925232,,,
,,13.86,-0.012466431,,,13.86,-0.018692017,,,
,,13.88,-0.012466431,,,13.88,-0.016616821,,,
,,13.9,-0.006233215,,,13.9,-0.029083252,,,
,,13.92,-0.012466431,,,13.92,-0.020774841,,,
,,13.94,-0.012466431,,,13.94,-0.022850037,,,
,,13.96,-0.008308411,,,13.96,-0.018692017,,,
,,13.98,-0.014541626,,,13.98,-0.020774841,,,
,,14,-0.00415802,,,14,-0.020774841,,,
,,14.02,-0.012466431,,,14.02,-0.020774841,,,
,,14.04,-0.018699646,,,14.04,-0.012466431,,,
,,14.06,-0.010391235,,,14.06,-0.031158447,,,
,,14.08,-0.00415802,,,14.08,-0.022850037,,,
,,14.1,-0.00415802,,,14.1,-0.024925232,,,
,,14.12,-0.00415802,,,14.12,-0.022850037,,,
,,14.14,-0.008308411,,,14.14,-0.022850037,,,
,,14.16,-0.006233215,,,14.16,-0.018692017,,,
,,14.18,-0.008308411,,,14.18,-0.024925232,,,
,,14.2,-0.016616821,,,14.2,-0.022850037,,,
,,14.22,-0.014541626,,,14.22,-0.020774841,,,
,,14.24,-0.00415802,,,14.24,-0.024925232,,,
,,14.26,-0.012466431,,,14.26,-0.020774841,,,
,,14.28,-0.008308411,,,14.28,-0.027000427,,,
,,14.3,-0.006233215,,,14.3,-0.020774841,,,
,,14.32,-0.006233215,,,14.32,-0.029083252,,,
,,14.34,0,,,14.34,-0.016616821,,,
,,14.36,-0.008308411,,,14.36,-0.020774841,,,
,,14.38,-0.010391235,,,14.38,-0.020774841,,,
,,14.4,-0.00415802,,,14.4,-0.020774841,,,
,,14.42,-0.006233215,,,14.42,-0.022850037,,,
,,14.44,-0.014541626,,,14.44,-0.016616821,,,
