,S1_Pre,S1_T1,S1_T2,S1_T3,S1_T4,S1_T5,S1_T5_2,S2_Pre,S2_T1,S2_T2,S2_T3,S2_T4,S2_T5,S3_Pre,S3_T1,S3_T2,S3_T3,S3_T4,S3_T5,S4_Pre,S4_T1_V2,S4_T2,S4_T3,S4_T4,S4_T5,Time
98,-0.0166,0.106,0.262,-0.0228,0.604,-0.0291,-0.0249,-0.0104,0.891,-0.0727,-0.027,-0.0602,0.00415,0.00208,-0.0291,-0.0727,-0.00623,-0.0166,0.156,0.428,0.694,1.01,0.0935,0.239,0.382,1.96
99,-0.0145,0.112,0.297,-0.0312,0.565,-0.0374,-0.027,-0.0104,1.04,-0.0685,-0.027,-0.054,0.00208,0.0,-0.0374,-0.0685,-0.00831,-0.0166,0.158,0.42,0.729,1.07,0.0935,0.239,0.407,1.98
100,-0.0208,0.104,0.305,-0.027,0.532,-0.0374,-0.0187,-0.0125,1.08,-0.0665,-0.027,-0.0249,0.0,-0.00623,-0.0353,-0.0665,-0.00416,-0.0208,0.166,0.38,0.785,1.13,0.104,0.21,0.415,2.0
101,-0.027,0.0893,0.293,-0.0187,0.492,-0.0374,-0.0166,-0.0104,1.08,-0.0706,-0.027,0.112,0.00623,-0.00416,-0.0353,-0.0706,-0.0166,-0.0166,0.174,0.332,0.852,1.16,0.112,0.174,0.415,2.02
102,-0.0145,0.0706,0.276,-0.0249,0.442,-0.0353,-0.027,-0.0208,1.08,-0.0644,-0.0312,0.233,0.0,-0.00208,-0.0312,-0.0644,-0.0104,-0.0249,0.189,0.285,0.904,1.19,0.108,0.15,0.428,2.04
103,-0.0104,0.0644,0.264,-0.0395,0.415,-0.0415,-0.0312,-0.0166,1.1,-0.0685,-0.0291,0.289,0.00415,-0.00831,-0.0374,-0.0685,-0.0104,-0.0187,0.204,0.26,0.937,1.27,0.112,0.108,0.438,2.06
104,-0.0125,0.0706,0.243,-0.0374,0.395,-0.0395,-0.0249,-0.0145,1.09,-0.0706,-0.0291,0.318,0.00415,-0.00208,-0.0374,-0.0706,-0.0166,-0.027,0.218,0.289,0.96,1.36,0.112,0.081,0.461,2.08
105,-0.0104,0.0852,0.243,-0.027,0.37,-0.0395,-0.0229,-0.0145,1.04,-0.0665,-0.0291,0.322,0.00623,-0.00623,-0.0415,-0.0665,-0.0166,-0.0208,0.228,0.316,0.97,1.46,0.118,0.0935,0.492,2.1
106,-0.0166,0.0893,0.222,-0.0249,0.355,-0.0332,-0.0312,-0.0145,0.918,-0.0665,-0.0249,0.336,-0.00208,0.00415,-0.0374,-0.0665,-0.0166,-0.0187,0.235,0.297,0.982,1.53,0.104,0.152,0.509,2.12
107,-0.00831,0.0893,0.206,-0.0228,0.334,-0.0291,-0.0229,-0.0145,0.777,-0.0706,-0.0312,0.301,0.0104,0.0,-0.0353,-0.0706,-0.0208,-0.027,0.231,0.289,1.02,1.54,0.0935,0.291,0.526,2.14
108,-0.0125,0.0976,0.185,-0.0353,0.314,-0.0353,-0.0208,-0.0145,0.656,-0.0623,-0.0249,0.195,0.00831,-0.00208,-0.0312,-0.0623,-0.0208,-0.0208,0.237,0.274,1.06,1.52,0.0893,0.382,0.534,2.16
109,-0.0208,0.112,0.162,-0.0415,0.301,-0.0374,-0.0229,-0.0145,0.573,-0.0623,-0.0312,0.081,0.00623,-0.00416,-0.0395,-0.0623,-0.0166,0.00831,0.266,0.226,1.09,1.51,0.0956,0.442,0.542,2.18
110,-0.0125,0.108,0.152,-0.0602,0.312,-0.0395,-0.0208,-0.0166,0.534,-0.0623,-0.0312,0.00415,0.00208,-0.00208,-0.0395,-0.0623,0.0,0.0748,0.299,0.147,1.13,1.57,0.118,0.467,0.573,2.2
111,-0.0166,0.108,0.189,-0.0602,0.32,-0.0415,-0.0166,-0.0104,0.532,-0.0644,-0.0332,-0.027,-0.00208,-0.00416,-0.0395,-0.0644,0.11,0.156,0.297,0.0582,1.19,1.69,0.139,0.447,0.582,2.22
112,-0.0125,0.118,0.253,-0.0561,0.316,-0.0374,-0.027,-0.0145,0.505,-0.0644,-0.0374,-0.0291,0.00208,-0.00208,-0.0374,-0.0644,0.191,0.218,0.287,0.00415,1.26,1.79,0.156,0.405,0.58,2.24
113,-0.0145,0.123,0.303,-0.054,0.32,-0.0395,-0.027,-0.0125,0.461,-0.0665,-0.0312,0.0395,-0.00208,-0.00208,-0.0312,-0.0665,0.231,0.287,0.295,-0.0187,1.31,1.88,0.16,0.357,0.586,2.26
114,-0.0125,0.141,0.341,-0.0457,0.305,-0.0415,-0.0208,-0.0166,0.426,-0.0665,-0.0332,0.135,-0.00831,0.00623,-0.0415,-0.0665,0.253,0.374,0.307,-0.0208,1.36,1.98,0.179,0.347,0.602,2.28
115,-0.0125,0.17,0.347,-0.0478,0.293,-0.0374,-0.0229,-0.0125,0.413,-0.0478,-0.0291,0.123,-0.00623,-0.00416,-0.0332,-0.0478,0.268,0.469,0.322,0.0187,1.4,2.06,0.181,0.37,0.59,2.3
116,-0.0125,0.195,0.349,-0.0457,0.291,-0.0395,-0.0291,-0.00831,0.428,0.00208,-0.0291,0.0623,0.0,0.0,-0.0353,0.00208,0.272,0.536,0.314,0.0955,1.43,2.14,0.189,0.403,0.559,2.32
117,-0.00831,0.216,0.355,-0.0478,0.312,-0.0374,-0.027,-0.00623,0.463,0.0478,-0.027,0.0519,-0.00831,-0.00416,-0.0291,0.0478,0.291,0.569,0.297,0.152,1.47,1.34,0.17,0.424,0.559,2.34
118,-0.0208,0.224,0.349,-0.0478,0.349,-0.0374,-0.0291,-0.0145,0.548,0.0852,-0.0208,0.0893,-0.0145,-0.00416,-0.0374,0.0852,0.303,0.584,0.293,0.17,1.49,0.542,0.118,0.395,0.569,2.36
119,-0.0187,0.21,0.328,-0.0499,0.39,-0.0353,-0.0291,-0.0145,0.642,0.11,-0.027,0.106,-0.0125,0.0,-0.0374,0.11,0.326,0.596,0.307,0.166,1.47,0.201,0.081,0.326,0.617,2.38
120,-0.0145,0.183,0.322,-0.0499,0.415,-0.0312,-0.0229,-0.0166,0.766,0.189,-0.0249,0.177,-0.00831,-0.00623,-0.0374,0.189,0.339,0.586,0.359,0.131,1.44,0.0665,0.0872,0.26,0.681,2.4
121,-0.0166,0.0769,0.33,-0.0457,0.453,-0.0332,-0.0291,-0.0104,0.858,0.332,-0.0291,0.343,-0.00623,0.0,-0.0353,0.332,0.307,0.555,0.405,0.0706,1.41,0.0166,0.106,0.216,0.729,2.42
122,-0.0145,0.0229,0.328,-0.0519,0.482,-0.0353,-0.027,-0.0166,0.901,0.501,-0.0332,0.501,-0.0104,0.00208,-0.0415,0.501,0.193,0.496,0.409,0.0582,1.41,0.0125,0.102,0.237,0.756,2.44
123,-0.0166,-0.00415,0.28,-0.0561,0.461,-0.0332,-0.0312,-0.0187,0.891,0.656,-0.0312,0.571,-0.00623,-0.00416,-0.0353,0.656,0.0769,0.43,0.349,0.127,1.46,0.0,0.0831,0.255,0.758,2.46
124,-0.0125,-0.0145,0.193,-0.0519,0.409,-0.0353,-0.027,-0.0125,0.852,0.769,-0.0291,0.517,-0.00416,-0.00831,-0.0374,0.769,0.0353,0.397,0.266,0.201,1.51,-0.00416,0.0769,0.289,0.773,2.48
125,-0.0104,-0.0125,0.0976,-0.0499,0.336,-0.0353,-0.0166,-0.0249,0.81,0.82,-0.027,0.347,-0.0104,0.00208,-0.0353,0.82,0.0872,0.382,0.16,0.258,1.52,-0.00623,0.102,0.326,0.798,2.5
126,-0.00623,0.0436,0.0312,-0.054,0.278,-0.0374,-0.027,-0.0208,0.812,0.845,-0.0312,0.216,-0.0125,0.0,-0.0374,0.845,0.137,0.368,0.0914,0.287,1.5,-0.00623,0.141,0.336,0.831,2.52
127,0.0104,0.114,0.00623,-0.0457,0.193,-0.0436,-0.0208,-0.0166,0.833,0.86,-0.0312,0.228,-0.0125,0.0,-0.027,0.86,0.152,0.361,0.054,0.351,1.48,-0.0104,0.162,0.33,0.874,2.54
128,0.0249,0.114,-0.00208,-0.0519,0.156,-0.0415,-0.0166,-0.0166,0.868,0.891,-0.0332,0.33,-0.0208,-0.00416,-0.0291,0.891,0.158,0.407,0.0312,0.424,1.46,-0.0104,0.15,0.349,0.922,2.56
129,0.0519,0.0956,-0.00623,-0.0478,0.141,-0.0374,-0.027,-0.0125,0.928,0.933,-0.0332,0.432,-0.0125,-0.00416,-0.0332,0.933,0.168,0.442,0.0291,0.505,1.45,-0.00623,0.129,0.374,0.958,2.58
130,0.0748,0.0831,-0.0104,-0.0187,0.141,-0.0374,-0.0332,-0.00831,0.982,0.993,-0.0332,0.484,-0.0145,-0.0229,-0.0291,0.993,0.174,0.453,0.0956,0.609,1.44,-0.00831,0.0976,0.403,1.01,2.6
131,0.108,0.0602,-0.00623,0.0104,0.131,-0.0353,-0.027,-0.0104,1.03,1.06,-0.0312,0.463,-0.0166,-0.0291,-0.0249,1.06,0.17,0.436,0.226,0.669,1.43,-0.0104,0.0582,0.442,1.06,2.62
132,0.127,0.0374,0.00208,0.0332,0.137,-0.0374,-0.0312,-0.0125,1.08,1.14,-0.0332,0.411,-0.0125,-0.0291,0.0,1.14,0.177,0.39,0.359,0.698,1.43,0.0,0.0332,0.503,1.12,2.64
133,0.147,0.0852,-0.00416,0.0499,0.112,-0.0374,-0.0312,-0.00831,1.11,1.19,-0.0332,0.38,-0.0125,-0.0229,0.0623,1.19,0.172,0.347,0.44,0.739,1.46,-0.0125,0.0395,0.559,1.16,2.66
134,0.17,0.177,-0.0104,0.0478,0.0852,-0.0374,-0.0291,-0.00831,1.16,1.19,-0.0332,0.401,-0.0104,-0.027,0.131,1.19,0.187,0.309,0.48,0.771,1.5,-0.00831,0.0956,0.598,1.18,2.68
135,0.212,0.264,-0.0104,0.0478,0.0748,-0.0395,-0.027,-0.00623,1.2,1.18,-0.0332,0.474,-0.0166,-0.0187,0.212,1.18,0.201,0.307,0.49,0.793,1.53,-0.00831,0.15,0.619,1.11,2.7
136,0.237,0.268,-0.0187,0.0353,0.054,-0.0395,-0.0208,-0.00623,1.22,1.17,-0.0312,0.507,-0.0249,-0.0208,0.278,1.17,0.222,0.314,0.463,0.825,1.55,-0.00831,0.15,0.627,0.536,2.72
137,0.264,0.231,-0.0145,0.0145,0.054,-0.0415,0.0353,-0.0125,1.22,1.19,-0.0415,0.496,-0.0187,-0.0125,0.309,1.19,0.212,0.326,0.447,0.854,1.58,-0.0104,0.112,0.642,0.214,2.74
138,0.268,0.191,-0.00416,-0.00623,0.0457,-0.0436,-0.027,-0.0166,1.22,1.2,-0.0312,0.465,-0.0166,-0.0166,0.326,1.2,0.199,0.32,0.486,0.883,1.64,-0.0145,0.0582,0.663,0.0852,2.76
139,0.274,0.172,-0.0125,-0.0291,0.0436,-0.0374,-0.0291,-0.0187,1.24,1.21,-0.0353,0.469,-0.0166,-0.0104,0.353,1.21,0.168,0.32,0.588,0.914,1.72,-0.0145,0.0457,0.677,0.0415,2.78
140,0.295,0.22,-0.00623,-0.0353,0.0415,-0.0415,-0.0125,-0.0125,1.25,1.21,-0.0332,0.511,-0.0187,-0.0104,0.382,1.21,0.141,0.301,0.685,0.943,1.85,-0.00831,0.0561,0.717,0.0166,2.8
141,0.374,0.287,-0.0104,-0.0187,0.0374,-0.0374,-0.0208,-0.0145,1.23,1.22,-0.0395,0.559,-0.027,-0.0125,0.403,1.22,0.116,0.27,0.744,0.98,1.52,-0.0104,0.0769,0.769,0.0125,2.82
142,0.469,0.297,-0.0125,-0.0187,0.0353,-0.0374,-0.0125,-0.0187,1.21,1.23,-0.0374,0.6,-0.0166,-0.0145,0.426,1.23,0.108,0.247,0.775,1.01,0.667,-0.00831,0.0956,0.845,0.0104,2.84
143,0.555,0.301,-0.0125,-0.0187,0.0332,-0.0353,-0.0166,-0.0166,1.21,1.24,-0.0478,0.621,0.00208,-0.0208,0.447,1.24,0.125,0.274,0.796,1.03,0.262,0.00208,0.116,0.901,0.0104,2.86
144,0.592,0.295,-0.0104,-0.0249,0.0249,-0.0374,-0.0145,-0.0166,1.18,1.24,-0.0457,0.621,0.137,-0.0166,0.457,1.24,0.141,0.318,0.808,1.08,0.0997,-0.00416,0.172,0.937,0.00623,2.88
145,0.609,0.287,-0.0145,-0.027,0.0145,-0.0374,-0.0145,-0.0145,1.11,1.23,-0.0478,0.623,0.245,-0.0145,0.482,1.23,0.158,0.39,0.816,1.15,0.0415,-0.0125,0.239,0.966,0.00623,2.9
146,0.6,0.266,-0.00623,-0.0332,0.027,-0.0395,0.0415,-0.0104,1.07,1.21,-0.0582,0.636,0.314,-0.00831,0.507,1.21,0.17,0.447,0.82,1.21,0.0249,-0.0145,0.307,0.987,0.00416,2.92
147,0.619,0.241,-0.0145,-0.0395,0.0166,-0.0415,0.11,-0.0125,1.04,1.22,-0.0582,0.65,0.395,-0.0125,0.513,1.22,0.183,0.492,0.829,1.25,0.0187,-0.00416,0.351,0.982,0.00416,2.94
148,0.642,0.243,-0.00623,-0.0436,0.0187,-0.0436,0.143,-0.00831,1.02,1.21,-0.0665,0.667,0.428,-0.0166,0.511,1.21,0.247,0.513,0.858,1.31,0.00831,-0.00831,0.384,0.989,0.00208,2.96
149,0.652,0.239,-0.0125,-0.0353,0.0125,-0.0436,0.154,-0.0166,0.982,1.2,-0.0727,0.685,0.447,-0.0145,0.511,1.2,0.312,0.515,0.87,1.35,0.00208,-0.00623,0.399,0.978,0.00416,2.98
150,0.656,0.239,-0.00831,-0.0332,0.0145,-0.0395,0.16,-0.0187,0.928,1.18,-0.0789,0.706,0.43,-0.201,0.523,1.18,0.376,0.486,0.881,1.37,0.00831,0.00208,0.42,0.96,0.0104,3.0
151,0.656,0.216,-0.00416,-0.0332,0.0166,-0.0436,0.158,-0.0145,0.812,1.17,-0.0748,0.727,0.397,-0.334,0.526,1.17,0.401,0.482,0.852,1.39,0.00416,0.00208,0.428,0.96,0.00623,3.02
152,0.663,0.206,-0.0104,-0.0332,0.0249,-0.0457,0.17,-0.0104,0.752,1.14,-0.0748,0.739,0.386,-0.353,0.534,1.14,0.388,0.461,0.841,1.4,0.0104,0.00415,0.451,0.951,-0.00208,3.04
153,0.669,0.21,-0.0166,-0.0312,0.0312,-0.0395,0.183,-0.0166,0.806,1.12,-0.0769,0.756,0.384,-0.264,0.515,1.12,0.372,0.442,0.843,1.41,0.0125,0.00415,0.455,0.955,0.0,3.06
154,0.685,0.251,-0.00831,-0.0332,0.0229,-0.0353,0.179,-0.00831,0.958,1.09,-0.0685,0.771,0.403,-0.162,0.472,1.09,0.37,0.43,0.87,1.44,0.0125,-0.00208,0.449,0.976,0.00416,3.08
155,0.69,0.276,-0.0125,-0.0291,0.0229,-0.0374,0.172,-0.0249,0.773,1.02,-0.0789,0.796,0.453,,0.434,1.02,0.353,0.415,0.899,1.5,0.0187,0.00623,0.44,0.98,0.0104,3.1
156,0.7,0.285,-0.00831,-0.0374,0.0457,-0.0415,0.162,-0.0145,0.303,0.978,-0.081,0.816,0.486,,0.438,0.978,0.382,0.407,0.926,1.54,0.0125,0.00415,0.428,0.978,0.00623,3.12
157,0.702,0.293,-0.0166,-0.0332,0.0727,-0.0353,0.166,-0.0145,0.0831,0.991,-0.0789,0.816,0.503,,0.426,0.991,0.434,0.39,0.953,1.45,0.00416,0.00831,0.438,0.989,0.00416,3.14
158,0.696,0.299,-0.00623,-0.0374,0.0872,-0.0353,0.166,-0.0104,0.0125,1.08,-0.0769,0.823,0.501,,0.316,1.08,0.457,0.37,0.982,0.673,0.00831,0.00831,0.455,1.0,0.00831,3.16
159,0.698,0.343,-0.00623,-0.0291,0.102,-0.0374,0.16,0.0665,-0.0291,1.19,-0.0789,0.86,0.496,,0.174,1.19,0.459,0.363,1.02,0.237,0.0145,0.00415,0.505,1.01,0.00416,3.18
160,0.725,0.393,-0.00831,-0.0208,0.118,-0.0415,0.154,0.143,-0.0291,1.27,-0.081,0.887,0.482,,0.16,1.27,0.457,0.347,1.06,0.0685,0.00623,0.00208,0.526,1.02,0.00831,3.2
161,0.756,0.424,-0.00831,-0.0166,0.154,-0.0415,0.154,0.172,-0.0395,1.32,-0.0769,0.901,0.467,,0.272,1.32,0.461,0.341,1.09,0.0,0.0104,0.00415,0.521,1.02,0.0125,3.22
162,0.798,0.436,-0.0104,-0.00415,0.193,-0.0332,0.162,0.193,-0.0332,1.39,-0.0789,0.887,0.442,,0.403,1.39,0.486,0.347,1.14,-0.0249,0.00831,0.00208,0.482,1.02,0.00831,3.24
163,0.661,0.467,-0.00623,-0.00208,0.233,-0.0353,0.177,0.197,-0.0415,1.48,-0.0727,0.885,0.397,,0.499,1.48,0.501,0.386,1.17,-0.0312,0.00831,0.00831,0.48,1.01,-0.00208,3.26
164,0.575,0.478,-0.0125,-0.00623,0.27,-0.0374,0.197,0.201,-0.0395,1.58,-0.0769,0.904,0.386,,0.513,1.58,0.532,0.413,1.2,-0.0312,0.0145,0.00208,0.526,0.987,0.00831,3.28
165,0.546,0.494,-0.0104,0.0,0.303,-0.0395,0.226,0.195,-0.0436,1.63,-0.0748,0.933,0.424,,0.501,1.63,0.544,0.465,1.22,-0.0353,0.00831,0.00415,0.59,0.939,0.00416,3.3
166,0.573,0.526,-0.00208,0.00623,0.341,-0.0415,0.26,0.181,-0.0436,1.65,-0.0769,0.891,0.476,,0.474,1.65,0.542,0.496,1.24,-0.0353,0.00623,0.00415,0.634,0.891,0.00831,3.32
167,0.561,0.55,-0.0104,0.0125,0.386,-0.0395,0.285,0.179,-0.0457,1.66,-0.0789,0.411,0.505,,0.451,1.66,0.534,0.526,1.24,-0.0395,0.0104,-0.00208,0.663,0.997,0.00831,3.34
168,0.519,0.58,-0.00831,0.00416,0.426,-0.0312,0.301,0.166,-0.0457,1.66,-0.0727,0.139,0.513,,0.482,1.66,0.528,0.546,1.27,-0.0374,0.0104,0.00623,0.692,1.02,0.00623,3.36
169,0.488,0.596,-0.00623,0.00416,0.444,-0.0353,0.282,0.16,-0.0457,1.67,-0.0727,0.0228,0.528,,0.521,1.67,0.521,0.555,1.29,-0.0374,0.0104,0.00208,0.742,1.08,0.00623,3.38
170,0.521,0.617,-0.00416,0.00208,0.434,-0.0415,0.272,0.143,-0.0478,1.67,-0.0748,-0.0208,0.536,,0.447,1.67,0.528,0.575,1.31,-0.0415,0.00831,0.00208,0.779,1.08,0.00623,3.4
171,0.588,0.625,-0.00831,0.0,0.432,-0.0332,0.276,0.143,-0.0395,1.7,-0.0665,-0.0291,0.534,,0.326,1.7,0.513,0.604,1.34,-0.0457,0.00416,0.00623,0.806,1.04,0.00623,3.42
172,0.623,0.613,-0.00208,-0.00208,0.438,-0.0395,0.289,0.0893,-0.0457,1.73,-0.0748,-0.0374,0.538,,0.355,1.73,0.505,0.602,1.35,-0.0415,0.0,0.0,0.806,0.945,0.0104,3.44
173,0.615,0.594,-0.00623,0.0,0.438,-0.0395,0.322,0.0332,-0.0499,1.71,-0.0665,-0.0436,0.532,,0.494,1.71,0.492,0.584,1.36,-0.0353,0.0125,0.00208,0.806,0.82,0.0104,3.46
174,0.538,0.582,-0.0104,-0.00415,0.447,-0.0374,0.37,0.00208,-0.0353,1.67,-0.0602,-0.0436,0.523,,0.563,1.67,0.505,0.536,1.39,-0.0436,0.00416,0.00623,0.812,0.739,0.00208,3.48
175,0.411,0.58,-0.0104,-0.00208,0.432,-0.0436,0.399,-0.00831,-0.0374,1.63,-0.0665,-0.0457,0.526,,0.509,1.63,0.536,0.484,1.39,-0.0395,0.00831,0.00208,0.81,0.704,-0.00208,3.5
176,0.297,0.602,-0.00623,0.0,0.39,-0.0415,0.434,-0.00831,-0.0436,1.57,-0.0706,-0.0519,0.478,,0.442,1.57,0.563,0.499,0.733,-0.0332,0.00416,0.0,0.804,0.631,0.00831,3.52
177,0.228,0.619,-0.0104,-0.00415,0.332,-0.0312,0.469,-0.0187,-0.0457,1.44,-0.0706,-0.0436,0.363,,0.488,1.44,0.59,0.544,0.287,-0.0436,0.00416,0.00415,0.802,0.567,0.00831,3.54
178,0.21,0.634,-0.00623,-0.0125,0.245,-0.0415,0.494,-0.0145,-0.0395,1.29,-0.0685,-0.0332,0.245,,0.577,1.29,0.596,0.584,0.106,-0.0374,0.00831,0.00623,0.789,0.538,0.00208,3.56
179,0.21,0.656,-0.0104,-0.0228,0.195,-0.0374,0.536,-0.0125,-0.0332,1.15,-0.0685,-0.0436,0.133,,0.673,1.15,0.596,0.623,0.0395,-0.0353,0.00623,0.00415,0.769,0.534,-0.00208,3.58
180,0.237,0.673,-0.00623,-0.0312,0.189,-0.0353,0.563,-0.0104,-0.0457,1.08,-0.0623,-0.0353,0.0685,,0.708,1.08,0.598,0.65,0.0145,-0.0395,0.0166,0.00623,0.758,0.548,0.00623,3.6
181,0.228,0.698,-0.0125,-0.0332,0.216,-0.0415,0.573,-0.0166,-0.0415,1.13,-0.0582,-0.0436,0.0644,,0.71,1.13,0.598,0.679,-0.00831,-0.0395,0.0166,0.0104,0.752,0.582,0.00623,3.62
182,0.22,0.727,-0.0187,-0.0208,0.278,-0.0353,0.584,0.0104,-0.0415,1.17,-0.0602,-0.0395,0.102,,0.7,1.17,0.588,0.725,-0.00623,-0.0332,0.0166,0.00623,0.758,0.6,0.00416,3.64
183,0.224,0.748,-0.0145,-0.0249,0.347,-0.0395,0.594,0.102,-0.0312,1.02,-0.0145,-0.0436,0.187,,0.698,1.02,0.582,0.783,-0.00831,-0.0332,0.0104,0.00208,0.756,0.615,0.0,3.66
184,0.285,0.771,-0.0187,-0.0228,0.395,-0.0457,0.617,0.201,-0.027,0.966,0.108,-0.0395,0.299,,0.683,0.966,0.594,0.864,0.0,-0.0415,0.00623,0.00831,0.742,0.648,0.00831,3.68
185,0.355,0.787,-0.0166,-0.027,0.376,-0.0436,0.646,0.262,-0.0353,1.04,0.224,-0.0436,0.397,,0.65,1.04,0.598,0.97,-0.00623,-0.0415,0.00416,0.00623,0.719,0.712,0.00208,3.7
186,0.399,0.804,-0.0125,-0.0208,0.353,-0.0436,0.658,0.299,-0.0312,1.08,0.285,-0.0478,0.393,,0.617,1.08,0.604,1.07,-0.00208,-0.0519,0.00831,0.00415,0.708,0.775,0.00208,3.72
187,0.409,0.814,-0.00416,-0.0249,0.353,-0.0436,0.675,0.353,-0.0353,0.982,0.322,-0.0436,0.328,,0.58,0.982,0.6,1.15,-0.00208,-0.0436,0.00623,0.0,0.729,0.808,0.00208,3.74
188,0.388,0.816,-0.00623,-0.0249,0.357,-0.0395,0.681,0.438,-0.0374,0.825,0.409,-0.0374,0.231,,0.526,0.825,0.594,1.04,-0.00208,-0.0395,0.0104,0.00623,0.754,0.833,0.00831,3.76
189,0.384,0.818,0.00415,-0.0353,0.353,-0.0436,0.706,0.457,-0.0332,0.71,0.519,-0.0395,0.15,,0.434,0.71,0.592,0.469,-0.00831,-0.0457,0.00831,0.00831,0.777,0.818,0.00416,3.78
190,0.39,0.806,-0.00208,-0.0249,0.351,-0.0395,0.727,0.459,-0.0312,0.683,0.604,-0.0353,0.231,,0.426,0.683,0.571,0.172,-0.0104,-0.0374,0.00831,0.00415,0.793,0.796,0.00623,3.8
191,0.411,0.812,0.00415,-0.00623,0.312,-0.0415,0.731,0.461,-0.0374,0.748,0.667,-0.0249,0.463,,0.58,0.748,0.571,0.0602,-0.00415,-0.0415,0.00831,-0.00416,0.802,0.783,0.00831,3.82
192,0.407,0.781,-0.00208,0.0104,0.285,-0.0395,0.719,0.465,-0.0332,0.839,0.7,-0.0312,0.623,,0.702,0.839,0.577,0.0145,-0.00623,-0.0374,0.0125,0.00831,0.827,0.758,0.00416,3.84
193,0.372,0.76,0.00415,0.0208,0.253,-0.0436,0.71,0.463,-0.027,0.889,0.733,-0.0353,0.634,,0.735,0.889,0.592,-0.00831,0.00208,-0.0415,0.0,0.00208,0.829,0.71,0.00416,3.86
194,0.336,0.742,0.00623,0.0312,0.204,-0.0436,0.729,0.459,-0.0291,0.906,0.796,-0.0332,0.559,,0.721,0.906,0.611,-0.0187,-0.00623,-0.0478,0.00416,-0.00416,0.825,0.677,0.0,3.88
195,0.314,0.725,0.00208,0.0415,0.16,-0.0395,0.752,0.424,-0.0312,0.933,0.891,-0.0332,0.478,,0.706,0.933,0.619,-0.0125,-0.00831,-0.0415,0.00831,0.00623,0.82,0.683,0.0,3.9
196,0.332,0.723,0.00415,0.0395,0.17,-0.0332,0.758,0.43,-0.0312,0.958,0.955,-0.0312,0.409,,0.721,0.958,0.64,-0.0187,0.0,-0.0415,0.00831,0.00623,0.82,0.735,0.00831,3.92
197,0.359,0.706,0.00623,0.0374,0.214,-0.0353,0.76,0.434,-0.0353,0.922,0.995,-0.0332,0.484,,0.775,0.922,0.656,-0.0104,-0.0145,-0.0436,0.0104,0.00208,0.835,0.787,0.00831,3.94
198,0.353,0.692,0.00208,0.0374,0.241,-0.0436,0.783,0.42,-0.0312,0.85,1.04,-0.0332,0.69,,0.818,0.85,0.7,-0.0125,-0.0104,-0.0374,0.0125,0.00208,0.85,0.852,0.00831,3.96
199,0.316,0.692,0.00831,0.0332,0.228,-0.0415,0.812,0.386,-0.0312,0.823,1.09,-0.0353,0.895,,0.858,0.823,0.748,-0.0104,-0.00831,-0.0332,0.00416,0.0,0.866,0.858,0.0104,3.98
200,0.282,0.688,0.00831,0.0332,0.216,-0.0436,0.829,0.363,-0.027,0.881,1.14,-0.0229,0.974,,0.922,0.881,0.796,-0.0208,-0.00831,-0.0291,0.00208,-0.00208,0.881,0.868,0.0125,4.0
201,0.224,0.677,0.00623,0.0332,0.21,-0.0478,0.845,0.324,-0.0291,0.989,1.15,-0.0291,0.995,,0.974,0.989,0.843,-0.0145,-0.0104,-0.0312,0.0104,0.0,0.877,0.889,0.00416,4.02
202,0.183,0.663,5.55e-17,0.0374,0.212,-0.0478,0.854,0.285,-0.0291,1.12,1.17,-0.0291,1.02,,1.02,1.12,0.86,-0.0104,-0.0125,-0.0395,0.0125,0.00623,0.874,0.92,0.00623,4.04
203,0.143,0.65,5.55e-17,0.0415,0.222,-0.0395,0.874,0.22,-0.0353,1.19,1.17,-0.0332,1.07,,1.05,1.19,0.887,-0.0125,-0.00831,-0.0415,0.00831,0.0,0.879,0.966,-0.00208,4.06
204,0.118,0.636,5.55e-17,0.0395,0.243,-0.0353,0.897,0.12,-0.027,1.19,1.17,-0.0249,1.11,,1.01,1.19,0.912,-0.0166,-0.00415,-0.0415,0.00416,0.00831,0.879,1.01,0.00623,4.08
205,0.0976,0.611,0.00831,0.0499,0.289,-0.0374,0.912,0.0415,-0.0312,1.18,1.16,-0.0291,1.1,,0.49,1.18,0.933,-0.0166,-0.0145,-0.0436,0.00208,0.00208,0.879,1.04,0.00208,4.1
206,0.0956,0.569,5.55e-17,0.0582,0.409,-0.0374,0.939,0.00831,-0.0312,1.13,1.18,-0.0291,1.07,,0.174,1.13,0.947,-0.0145,0.0,-0.0436,0.00416,0.00208,0.881,1.11,0.00831,4.12
207,0.0893,0.521,0.00208,0.0748,0.517,-0.0395,0.968,-0.00623,-0.0291,1.09,1.21,-0.0249,1.03,,0.0561,1.09,0.964,-0.0187,-0.00831,-0.0395,0.00831,0.00623,0.881,1.17,0.0,4.14
208,0.102,0.482,0.00415,0.0852,0.592,-0.0457,0.985,-0.0187,-0.0332,1.13,1.23,-0.0249,1.1,,0.00623,1.13,0.951,-0.0208,-0.00831,-0.0395,0.00831,0.00831,0.897,1.23,0.00623,4.16
209,0.104,0.478,5.55e-17,0.0935,0.636,-0.0415,0.995,-0.0208,-0.0374,1.23,1.26,-0.0312,1.2,,-0.0104,1.23,0.953,-0.0208,-0.00623,-0.0395,0.00208,0.00208,0.908,1.29,0.00831,4.18
